Timestamp,AlertId,IncidentId,EntityId,Severity,AlertType,Suppressed,AckedAt,AckedBy
2025-08-01T04:13:05Z,ALT-INC-2025-08-01-0008-0001,INC-2025-08-01-0008,CORE-BNE-01,P3,ROUTING_PROTOCOL,false,2025-08-01T04:16:05Z,noc.oncall
2025-08-01T04:13:06Z,ALT-INC-2025-08-01-0008-0002,INC-2025-08-01-0008,CORE-BNE-01,P3,CONTROL_PLANE,false,2025-08-01T04:16:05Z,noc.oncall
2025-08-01T04:13:07Z,ALT-INC-2025-08-01-0008-0003,INC-2025-08-01-0008,CORE-BNE-01,P3,SERVICE_DEGRADATION,false,2025-08-01T04:16:05Z,noc.oncall
2025-08-14T03:22:23Z,ALT-INC-2025-08-14-0042-0001,INC-2025-08-14-0042,LINK-SYD-MEL-FIBRE-01,P1,LOSS_OF_LIGHT,false,2025-08-14T03:22:53Z,noc.major-incident
2025-08-14T03:22:23Z,ALT-INC-2025-08-14-0042-0021,INC-2025-08-14-0042,LINK-SYD-MEL-FIBRE-01,P1,SERVICE_DEGRADATION,true,,
2025-08-14T03:22:23Z,ALT-INC-2025-08-14-0042-0041,INC-2025-08-14-0042,LINK-SYD-MEL-FIBRE-01,P1,BER_THRESHOLD,true,,
2025-08-14T03:22:23Z,ALT-INC-2025-08-14-0042-0061,INC-2025-08-14-0042,LINK-SYD-MEL-FIBRE-01,P1,LOSS_OF_LIGHT,true,,
2025-08-14T03:22:23Z,ALT-INC-2025-08-14-0042-0081,INC-2025-08-14-0042,LINK-SYD-MEL-FIBRE-01,P1,SERVICE_DEGRADATION,true,,
2025-08-14T03:22:23Z,ALT-INC-2025-08-14-0042-0101,INC-2025-08-14-0042,LINK-SYD-MEL-FIBRE-01,P1,BER_THRESHOLD,true,,
2025-08-14T03:22:23Z,ALT-INC-2025-08-14-0042-0121,INC-2025-08-14-0042,LINK-SYD-MEL-FIBRE-01,P1,LOSS_OF_LIGHT,true,,
2025-08-14T03:22:23Z,ALT-INC-2025-08-14-0042-0141,INC-2025-08-14-0042,LINK-SYD-MEL-FIBRE-01,P1,SERVICE_DEGRADATION,true,,
2025-08-14T03:22:23Z,ALT-INC-2025-08-14-0042-0161,INC-2025-08-14-0042,LINK-SYD-MEL-FIBRE-01,P1,BER_THRESHOLD,true,,
2025-08-14T03:22:23Z,ALT-INC-2025-08-14-0042-0181,INC-2025-08-14-0042,LINK-SYD-MEL-FIBRE-01,P1,LOSS_OF_LIGHT,true,,
2025-08-14T03:22:23Z,ALT-INC-2025-08-14-0042-0201,INC-2025-08-14-0042,LINK-SYD-MEL-FIBRE-01,P1,SERVICE_DEGRADATION,true,,
2025-08-14T03:22:23Z,ALT-INC-2025-08-14-0042-0221,INC-2025-08-14-0042,LINK-SYD-MEL-FIBRE-01,P1,BER_THRESHOLD,true,,
2025-08-14T03:22:23Z,ALT-INC-2025-08-14-0042-0241,INC-2025-08-14-0042,LINK-SYD-MEL-FIBRE-01,P1,LOSS_OF_LIGHT,true,,
2025-08-14T03:22:23Z,ALT-INC-2025-08-14-0042-0261,INC-2025-08-14-0042,LINK-SYD-MEL-FIBRE-01,P1,SERVICE_DEGRADATION,true,,
2025-08-14T03:22:23Z,ALT-INC-2025-08-14-0042-0281,INC-2025-08-14-0042,LINK-SYD-MEL-FIBRE-01,P1,BER_THRESHOLD,true,,
2025-08-14T03:22:23Z,ALT-INC-2025-08-14-0042-0301,INC-2025-08-14-0042,LINK-SYD-MEL-FIBRE-01,P1,LOSS_OF_LIGHT,true,,
2025-08-14T03:22:23Z,ALT-INC-2025-08-14-0042-0321,INC-2025-08-14-0042,LINK-SYD-MEL-FIBRE-01,P1,SERVICE_DEGRADATION,true,,
2025-08-14T03:22:23Z,ALT-INC-2025-08-14-0042-0341,INC-2025-08-14-0042,LINK-SYD-MEL-FIBRE-01,P1,BER_THRESHOLD,true,,
2025-08-14T03:22:23Z,ALT-INC-2025-08-14-0042-0361,INC-2025-08-14-0042,LINK-SYD-MEL-FIBRE-01,P1,LOSS_OF_LIGHT,true,,
2025-08-14T03:22:23Z,ALT-INC-2025-08-14-0042-0381,INC-2025-08-14-0042,LINK-SYD-MEL-FIBRE-01,P1,SERVICE_DEGRADATION,true,,
2025-08-14T03:22:23Z,ALT-INC-2025-08-14-0042-0401,INC-2025-08-14-0042,LINK-SYD-MEL-FIBRE-01,P1,BER_THRESHOLD,true,,
2025-08-14T03:22:23Z,ALT-INC-2025-08-14-0042-0421,INC-2025-08-14-0042,LINK-SYD-MEL-FIBRE-01,P1,LOSS_OF_LIGHT,true,,
2025-08-14T03:22:23Z,ALT-INC-2025-08-14-0042-0441,INC-2025-08-14-0042,LINK-SYD-MEL-FIBRE-01,P1,SERVICE_DEGRADATION,true,,
2025-08-14T03:22:23Z,ALT-INC-2025-08-14-0042-0461,INC-2025-08-14-0042,LINK-SYD-MEL-FIBRE-01,P1,BER_THRESHOLD,true,,
2025-08-14T03:22:23Z,ALT-INC-2025-08-14-0042-0481,INC-2025-08-14-0042,LINK-SYD-MEL-FIBRE-01,P1,LOSS_OF_LIGHT,true,,
2025-08-14T03:22:23Z,ALT-INC-2025-08-14-0042-0501,INC-2025-08-14-0042,LINK-SYD-MEL-FIBRE-01,P1,SERVICE_DEGRADATION,true,,
2025-08-14T03:22:23Z,ALT-INC-2025-08-14-0042-0521,INC-2025-08-14-0042,LINK-SYD-MEL-FIBRE-01,P1,BER_THRESHOLD,true,,
2025-08-14T03:22:23Z,ALT-INC-2025-08-14-0042-0541,INC-2025-08-14-0042,LINK-SYD-MEL-FIBRE-01,P1,LOSS_OF_LIGHT,true,,
2025-08-14T03:22:23Z,ALT-INC-2025-08-14-0042-0561,INC-2025-08-14-0042,LINK-SYD-MEL-FIBRE-01,P1,SERVICE_DEGRADATION,true,,
2025-08-14T03:22:23Z,ALT-INC-2025-08-14-0042-0581,INC-2025-08-14-0042,LINK-SYD-MEL-FIBRE-01,P1,BER_THRESHOLD,true,,
